history,phase,condition,trial,source_c,source_x,source_y,present_c,present_x,present_y,correct_action
H-S,future,D,77,0,1,1,0,1,1,A0
H-S,future,D,78,0,1,0,0,1,0,A1
H-S,future,D,79,0,1,0,0,1,0,A1
H-S,future,D,80,1,0,1,1,0,1,A1
H-S,future,D,81,1,1,0,1,1,0,A1
H-S,future,D,82,0,1,0,0,1,0,A1
H-S,future,D,83,0,1,0,0,1,0,A1
H-S,future,D,84,1,0,1,1,0,1,A1
H-S,future,D,85,0,1,0,0,1,0,A1
H-S,future,D,86,0,1,1,0,1,1,A0
H-S,future,D,87,1,1,1,1,1,1,A0
H-S,future,D,88,0,1,0,0,1,0,A1
H-S,future,D,89,0,0,0,0,0,0,A0
H-S,future,D,90,0,1,1,0,1,1,A0
H-S,future,D,91,1,1,1,1,1,1,A0
H-S,future,D,92,1,0,0,1,0,0,A0
H-S,future,D,93,1,1,1,1,1,1,A0
H-S,future,D,94,1,1,0,1,1,0,A1
H-S,future,D,95,0,0,0,0,0,0,A0
H-S,future,D,96,0,1,1,0,1,1,A0
H-C,training,T,1,1,1,1,1,1,1,A1
H-C,training,T,2,0,1,1,0,1,1,A0
H-C,training,T,3,1,0,0,1,0,0,A0
H-C,training,T,4,0,0,1,0,0,1,A1
H-C,training,T,5,1,1,1,1,1,1,A1
H-C,training,T,6,1,1,1,1,1,1,A1
H-C,training,T,7,0,0,0,0,0,0,A1
H-C,training,T,8,0,1,1,0,1,1,A0
H-C,training,T,9,1,1,1,1,1,1,A1
H-C,training,T,10,0,0,0,0,0,0,A1
H-C,training,T,11,1,1,1,1,1,1,A1
H-C,training,T,12,0,0,1,0,0,1,A1
H-C,training,T,13,0,1,1,0,1,1,A0
H-C,training,T,14,1,1,1,1,1,1,A1
H-C,training,T,15,0,0,0,0,0,0,A1
H-C,training,T,16,1,0,0,1,0,0,A0
H-C,training,T,17,1,1,0,1,1,0,A1
H-C,training,T,18,0,0,0,0,0,0,A1
H-C,training,T,19,1,0,0,1,0,0,A0
H-C,training,T,20,0,1,1,0,1,1,A0
H-C,training,T,21,1,1,0,1,1,0,A1
H-C,training,T,22,0,0,0,0,0,0,A1
H-C,training,T,23,1,1,1,1,1,1,A1
H-C,training,T,24,0,0,1,0,0,1,A1
H-C,training,T,25,1,1,1,1,1,1,A1
H-C,training,T,26,1,0,0,1,0,0,A0
H-C,training,T,27,1,1,0,1,1,0,A1
H-C,training,T,28,0,0,1,0,0,1,A1
H-C,training,T,29,1,1,0,1,1,0,A1
H-C,training,T,30,0,0,0,0,0,0,A1
H-C,training,T,31,0,0,1,0,0,1,A1
H-C,training,T,32,0,0,1,0,0,1,A1
H-C,training,T,33,1,1,0,1,1,0,A1
H-C,training,T,34,1,1,0,1,1,0,A1
H-C,training,T,35,0,0,1,0,0,1,A1
H-C,training,T,36,1,1,1,1,1,1,A1
H-C,training,T,37,1,1,0,1,1,0,A1
H-C,training,T,38,1,1,1,1,1,1,A1
H-C,training,T,39,0,0,0,0,0,0,A1
H-C,training,T,40,1,0,0,1,0,0,A0
H-C,training,T,41,0,0,1,0,0,1,A1
H-C,training,T,42,1,1,0,1,1,0,A1
H-C,training,T,43,0,0,0,0,0,0,A1
H-C,training,T,44,0,0,0,0,0,0,A1
H-C,training,T,45,0,1,1,0,1,1,A0
H-C,training,T,46,1,0,0,1,0,0,A0
H-C,training,T,47,0,0,1,0,0,1,A1
H-C,training,T,48,1,1,0,1,1,0,A1
H-C,training,T,49,0,1,1,0,1,1,A0
H-C,training,T,50,0,0,0,0,0,0,A1
H-C,training,T,51,1,1,0,1,1,0,A1
H-C,training,T,52,0,0,0,0,0,0,A1
H-C,training,T,53,0,0,1,0,0,1,A1
H-C,training,T,54,0,1,1,0,1,1,A0
H-C,training,T,55,1,1,1,1,1,1,A1
H-C,training,T,56,0,0,1,0,0,1,A1
H-C,training,T,57,0,0,1,0,0,1,A1
H-C,training,T,58,0,1,1,0,1,1,A0
H-C,training,T,59,0,0,0,0,0,0,A1
H-C,training,T,60,1,0,0,1,0,0,A0
H-C,training,T,61,0,0,0,0,0,0,A1
H-C,training,T,62,1,1,1,1,1,1,A1
H-C,training,T,63,1,1,0,1,1,0,A1
H-C,training,T,64,1,0,0,1,0,0,A0
H-C,training,T,65,0,1,1,0,1,1,A0
H-C,training,T,66,1,1,1,1,1,1,A1
H-C,training,T,67,1,1,1,1,1,1,A1
H-C,training,T,68,0,0,1,0,0,1,A1
H-C,training,T,69,0,0,1,0,0,1,A1
H-C,training,T,70,1,1,1,1,1,1,A1
H-C,training,T,71,0,0,0,0,0,0,A1
H-C,training,T,72,0,0,1,0,0,1,A1
H-C,training,T,73,1,0,0,1,0,0,A0
H-C,training,T,74,1,1,1,1,1,1,A1
H-C,training,T,75,1,0,0,1,0,0,A0
H-C,training,T,76,1,1,0,1,1,0,A1
H-C,training,T,77,1,1,0,1,1,0,A1
H-C,training,T,78,1,1,0,1,1,0,A1
H-C,training,T,79,1,1,1,1,1,1,A1
H-C,training,T,80,0,1,1,0,1,1,A0
H-C,training,T,81,0,0,0,0,0,0,A1
H-C,training,T,82,1,1,1,1,1,1,A1
H-C,training,T,83,0,1,1,0,1,1,A0
H-C,training,T,84,0,0,0,0,0,0,A1
H-C,training,T,85,0,1,1,0,1,1,A0
H-C,training,T,86,0,1,1,0,1,1,A0
H-C,training,T,87,1,1,0,1,1,0,A1
H-C,training,T,88,0,0,1,0,0,1,A1
H-C,training,T,89,1,0,0,1,0,0,A0
H-C,training,T,90,1,1,0,1,1,0,A1
H-C,training,T,91,1,1,0,1,1,0,A1
H-C,training,T,92,1,1,1,1,1,1,A1
H-C,training,T,93,0,1,1,0,1,1,A0
H-C,training,T,94,0,1,1,0,1,1,A0
H-C,training,T,95,0,0,0,0,0,0,A1
H-C,training,T,96,0,1,1,0,1,1,A0
H-C,training,T,97,1,1,0,1,1,0,A1
H-C,training,T,98,0,1,1,0,1,1,A0
H-C,training,T,99,0,0,0,0,0,0,A1
H-C,training,T,100,1,0,0,1,0,0,A0
H-C,training,T,101,1,0,0,1,0,0,A0
H-C,training,T,102,1,1,0,1,1,0,A1
H-C,training,T,103,1,0,0,1,0,0,A0
H-C,training,T,104,1,0,0,1,0,0,A0
H-C,training,T,105,0,0,1,0,0,1,A1
H-C,training,T,106,1,1,1,1,1,1,A1
H-C,training,T,107,0,1,1,0,1,1,A0
H-C,training,T,108,0,0,1,0,0,1,A1
H-C,training,T,109,1,1,1,1,1,1,A1
H-C,training,T,110,1,0,0,1,0,0,A0
H-C,training,T,111,0,0,0,0,0,0,A1
H-C,training,T,112,0,0,1,0,0,1,A1
H-C,training,T,113,1,1,1,1,1,1,A1
H-C,training,T,114,1,0,0,1,0,0,A0
H-C,training,T,115,1,1,1,1,1,1,A1
H-C,training,T,116,0,0,1,0,0,1,A1
H-C,training,T,117,0,0,0,0,0,0,A1
H-C,training,T,118,0,0,0,0,0,0,A1
H-C,training,T,119,0,0,1,0,0,1,A1
H-C,training,T,120,1,1,0,1,1,0,A1
H-C,training,T,121,0,0,1,0,0,1,A1
H-C,training,T,122,0,0,0,0,0,0,A1
H-C,training,T,123,0,0,1,0,0,1,A1
H-C,training,T,124,1,0,0,1,0,0,A0
H-C,training,T,125,0,1,1,0,1,1,A0
H-C,training,T,126,1,1,0,1,1,0,A1
H-C,training,T,127,1,0,0,1,0,0,A0
H-C,training,T,128,0,1,1,0,1,1,A0
H-C,training,T,129,0,0,0,0,0,0,A1
H-C,training,T,130,0,1,1,0,1,1,A0
H-C,training,T,131,0,0,1,0,0,1,A1
H-C,training,T,132,0,0,0,0,0,0,A1
H-C,training,T,133,1,1,1,1,1,1,A1
H-C,training,T,134,1,0,0,1,0,0,A0
H-C,training,T,135,1,0,0,1,0,0,A0
H-C,training,T,136,1,1,1,1,1,1,A1
H-C,training,T,137,1,0,0,1,0,0,A0
H-C,training,T,138,1,1,1,1,1,1,A1
H-C,training,T,139,1,1,1,1,1,1,A1
H-C,training,T,140,0,0,0,0,0,0,A1
H-C,training,T,141,0,0,1,0,0,1,A1
H-C,training,T,142,1,1,0,1,1,0,A1
H-C,training,T,143,0,0,0,0,0,0,A1
H-C,training,T,144,1,0,0,1,0,0,A0
H-C,training,T,145,1,1,1,1,1,1,A1
H-C,training,T,146,0,0,0,0,0,0,A1
H-C,training,T,147,0,0,1,0,0,1,A1
H-C,training,T,148,0,0,0,0,0,0,A1
H-C,training,T,149,1,0,0,1,0,0,A0
H-C,training,T,150,1,0,0,1,0,0,A0
H-C,training,T,151,0,0,0,0,0,0,A1
H-C,training,T,152,1,1,0,1,1,0,A1
H-C,training,T,153,1,1,1,1,1,1,A1
H-C,training,T,154,0,1,1,0,1,1,A0
H-C,training,T,155,1,1,0,1,1,0,A1
H-C,training,T,156,1,0,0,1,0,0,A0
H-C,training,T,157,0,1,1,0,1,1,A0
H-C,training,T,158,1,1,1,1,1,1,A1
H-C,training,T,159,0,1,1,0,1,1,A0
H-C,training,T,160,1,1,0,1,1,0,A1
H-C,training,T,161,1,0,0,1,0,0,A0
H-C,training,T,162,0,0,1,0,0,1,A1
H-C,training,T,163,0,1,1,0,1,1,A0
H-C,training,T,164,0,1,1,0,1,1,A0
H-C,training,T,165,0,0,1,0,0,1,A1
H-C,training,T,166,1,1,0,1,1,0,A1
H-C,training,T,167,1,0,0,1,0,0,A0
H-C,training,T,168,0,0,0,0,0,0,A1
H-C,training,T,169,1,1,0,1,1,0,A1
H-C,training,T,170,0,0,1,0,0,1,A1
H-C,training,T,171,1,1,0,1,1,0,A1
H-C,training,T,172,0,0,1,0,0,1,A1
H-C,training,T,173,1,1,0,1,1,0,A1
H-C,training,T,174,0,1,1,0,1,1,A0
H-C,training,T,175,0,0,0,0,0,0,A1
H-C,training,T,176,1,1,1,1,1,1,A1
H-C,training,T,177,1,1,0,1,1,0,A1
H-C,training,T,178,0,1,1,0,1,1,A0
H-C,training,T,179,1,1,0,1,1,0,A1
H-C,training,T,180,1,1,1,1,1,1,A1
H-C,training,T,181,0,1,1,0,1,1,A0
H-C,training,T,182,1,0,0,1,0,0,A0
H-C,training,T,183,1,0,0,1,0,0,A0
H-C,training,T,184,0,0,1,0,0,1,A1
H-C,training,T,185,0,1,1,0,1,1,A0
H-C,training,T,186,0,0,1,0,0,1,A1
H-C,training,T,187,1,1,0,1,1,0,A1
H-C,training,T,188,0,1,1,0,1,1,A0
H-C,training,T,189,1,0,0,1,0,0,A0
H-C,training,T,190,0,0,0,0,0,0,A1
H-C,training,T,191,0,1,1,0,1,1,A0
H-C,training,T,192,1,0,0,1,0,0,A0
H-C,future,A,1,0,1,0,0,1,0,A0
H-C,future,A,2,0,0,1,0,0,1,A1
H-C,future,A,3,0,0,1,0,0,1,A1
H-C,future,A,4,1,1,1,1,1,1,A1
H-C,future,A,5,1,1,1,1,1,1,A1
H-C,future,A,6,1,1,1,1,1,1,A1
H-C,future,A,7,1,1,1,1,1,1,A1
H-C,future,A,8,1,1,1,1,1,1,A1
H-C,future,A,9,1,1,0,1,1,0,A1
H-C,future,A,10,0,0,1,0,0,1,A1
H-C,future,A,11,0,0,1,0,0,1,A1
H-C,future,A,12,1,0,0,1,0,0,A0
H-C,future,A,13,1,1,0,1,1,0,A1
H-C,future,A,14,1,1,0,1,1,0,A1
H-C,future,A,15,1,0,1,1,0,1,A0
H-C,future,A,16,0,1,1,0,1,1,A0
H-C,future,A,17,0,0,0,0,0,0,A1
H-C,future,A,18,0,1,1,0,1,1,A0
H-C,future,A,19,0,1,1,0,1,1,A0
H-C,future,A,20,1,0,0,1,0,0,A0
H-C,future,A,21,0,0,0,0,0,0,A1
H-C,future,A,22,0,1,1,0,1,1,A0
H-C,future,A,23,0,1,0,0,1,0,A0
H-C,future,A,24,1,0,0,1,0,0,A0
H-C,future,A,25,0,1,0,0,1,0,A0
H-C,future,A,26,1,1,0,1,1,0,A1
H-C,future,A,27,1,0,1,1,0,1,A0
H-C,future,A,28,1,1,1,1,1,1,A1
H-C,future,A,29,1,1,0,1,1,0,A1
H-C,future,A,30,1,1,0,1,1,0,A1
H-C,future,A,31,1,0,0,1,0,0,A0
H-C,future,A,32,0,0,1,0,0,1,A1
H-C,future,A,33,0,0,1,0,0,1,A1
H-C,future,A,34,0,0,0,0,0,0,A1
H-C,future,A,35,1,0,0,1,0,0,A0
H-C,future,A,36,1,1,0,1,1,0,A1
H-C,future,A,37,1,0,1,1,0,1,A0
H-C,future,A,38,0,0,0,0,0,0,A1
H-C,future,A,39,1,0,0,1,0,0,A0
H-C,future,A,40,0,0,1,0,0,1,A1
H-C,future,A,41,1,1,0,1,1,0,A1
H-C,future,A,42,1,0,0,1,0,0,A0
H-C,future,A,43,1,0,0,1,0,0,A0
H-C,future,A,44,1,0,1,1,0,1,A0
H-C,future,A,45,0,0,0,0,0,0,A1
H-C,future,A,46,1,0,0,1,0,0,A0
H-C,future,A,47,1,1,1,1,1,1,A1
H-C,future,A,48,0,0,1,0,0,1,A1
H-C,future,A,49,0,1,1,0,1,1,A0
H-C,future,A,50,0,1,1,0,1,1,A0
H-C,future,A,51,0,1,0,0,1,0,A0
H-C,future,A,52,0,1,0,0,1,0,A0
H-C,future,A,53,0,1,0,0,1,0,A0
H-C,future,A,54,1,0,1,1,0,1,A0
H-C,future,A,55,0,0,0,0,0,0,A1
H-C,future,A,56,0,0,0,0,0,0,A1
H-C,future,A,57,0,0,0,0,0,0,A1
H-C,future,A,58,1,0,1,1,0,1,A0
H-C,future,A,59,0,1,1,0,1,1,A0
H-C,future,A,60,0,1,1,0,1,1,A0
H-C,future,A,61,1,0,1,1,0,1,A0
H-C,future,A,62,1,0,0,1,0,0,A0
H-C,future,A,63,0,0,1,0,0,1,A1
H-C,future,A,64,0,0,1,0,0,1,A1
H-C,future,A,65,0,0,0,0,0,0,A1
H-C,future,A,66,0,0,1,0,0,1,A1
H-C,future,A,67,0,0,1,0,0,1,A1
H-C,future,A,68,1,0,1,1,0,1,A0
H-C,future,A,69,0,0,0,0,0,0,A1
H-C,future,A,70,1,1,1,1,1,1,A1
H-C,future,A,71,1,1,0,1,1,0,A1
H-C,future,A,72,1,0,1,1,0,1,A0
H-C,future,A,73,1,1,1,1,1,1,A1
H-C,future,A,74,1,0,0,1,0,0,A0
H-C,future,A,75,1,1,0,1,1,0,A1
H-C,future,A,76,1,0,1,1,0,1,A0
H-C,future,A,77,0,1,1,0,1,1,A0
H-C,future,A,78,0,1,0,0,1,0,A0
H-C,future,A,79,0,1,0,0,1,0,A0
H-C,future,A,80,1,0,1,1,0,1,A0
H-C,future,A,81,1,1,0,1,1,0,A1
H-C,future,A,82,0,1,0,0,1,0,A0
H-C,future,A,83,0,1,0,0,1,0,A0
H-C,future,A,84,1,0,1,1,0,1,A0
H-C,future,A,85,0,1,0,0,1,0,A0
H-C,future,A,86,0,1,1,0,1,1,A0
H-C,future,A,87,1,1,1,1,1,1,A1
H-C,future,A,88,0,1,0,0,1,0,A0
H-C,future,A,89,0,0,0,0,0,0,A1
H-C,future,A,90,0,1,1,0,1,1,A0
H-C,future,A,91,1,1,1,1,1,1,A1
H-C,future,A,92,1,0,0,1,0,0,A0
H-C,future,A,93,1,1,1,1,1,1,A1
H-C,future,A,94,1,1,0,1,1,0,A1
H-C,future,A,95,0,0,0,0,0,0,A1
H-C,future,A,96,0,1,1,0,1,1,A0
H-C,future,B,1,0,1,0,0,1,0,A1
H-C,future,B,2,0,0,1,0,0,1,A0
H-C,future,B,3,0,0,1,0,0,1,A0
H-C,future,B,4,1,1,1,1,1,1,A1
H-C,future,B,5,1,1,1,1,1,1,A1
H-C,future,B,6,1,1,1,1,1,1,A1
H-C,future,B,7,1,1,1,1,1,1,A1
H-C,future,B,8,1,1,1,1,1,1,A1
H-C,future,B,9,1,1,0,1,1,0,A0
H-C,future,B,10,0,0,1,0,0,1,A0
H-C,future,B,11,0,0,1,0,0,1,A0
H-C,future,B,12,1,0,0,1,0,0,A0
H-C,future,B,13,1,1,0,1,1,0,A0
H-C,future,B,14,1,1,0,1,1,0,A0
H-C,future,B,15,1,0,1,1,0,1,A1
H-C,future,B,16,0,1,1,0,1,1,A0
H-C,future,B,17,0,0,0,0,0,0,A1
H-C,future,B,18,0,1,1,0,1,1,A0
H-C,future,B,19,0,1,1,0,1,1,A0
H-C,future,B,20,1,0,0,1,0,0,A0
H-C,future,B,21,0,0,0,0,0,0,A1
H-C,future,B,22,0,1,1,0,1,1,A0
H-C,future,B,23,0,1,0,0,1,0,A1
H-C,future,B,24,1,0,0,1,0,0,A0
H-C,future,B,25,0,1,0,0,1,0,A1
H-C,future,B,26,1,1,0,1,1,0,A0
H-C,future,B,27,1,0,1,1,0,1,A1
H-C,future,B,28,1,1,1,1,1,1,A1
H-C,future,B,29,1,1,0,1,1,0,A0
H-C,future,B,30,1,1,0,1,1,0,A0
H-C,future,B,31,1,0,0,1,0,0,A0
H-C,future,B,32,0,0,1,0,0,1,A0
H-C,future,B,33,0,0,1,0,0,1,A0
H-C,future,B,34,0,0,0,0,0,0,A1
H-C,future,B,35,1,0,0,1,0,0,A0
H-C,future,B,36,1,1,0,1,1,0,A0
H-C,future,B,37,1,0,1,1,0,1,A1
H-C,future,B,38,0,0,0,0,0,0,A1
H-C,future,B,39,1,0,0,1,0,0,A0
H-C,future,B,40,0,0,1,0,0,1,A0
H-C,future,B,41,1,1,0,1,1,0,A0
H-C,future,B,42,1,0,0,1,0,0,A0
H-C,future,B,43,1,0,0,1,0,0,A0
H-C,future,B,44,1,0,1,1,0,1,A1
H-C,future,B,45,0,0,0,0,0,0,A1
H-C,future,B,46,1,0,0,1,0,0,A0
H-C,future,B,47,1,1,1,1,1,1,A1
H-C,future,B,48,0,0,1,0,0,1,A0
H-C,future,B,49,0,1,1,0,1,1,A0
H-C,future,B,50,0,1,1,0,1,1,A0
H-C,future,B,51,0,1,0,0,1,0,A1
H-C,future,B,52,0,1,0,0,1,0,A1
H-C,future,B,53,0,1,0,0,1,0,A1
H-C,future,B,54,1,0,1,1,0,1,A1
H-C,future,B,55,0,0,0,0,0,0,A1
H-C,future,B,56,0,0,0,0,0,0,A1
H-C,future,B,57,0,0,0,0,0,0,A1
H-C,future,B,58,1,0,1,1,0,1,A1
H-C,future,B,59,0,1,1,0,1,1,A0
H-C,future,B,60,0,1,1,0,1,1,A0
H-C,future,B,61,1,0,1,1,0,1,A1
H-C,future,B,62,1,0,0,1,0,0,A0
H-C,future,B,63,0,0,1,0,0,1,A0
H-C,future,B,64,0,0,1,0,0,1,A0
H-C,future,B,65,0,0,0,0,0,0,A1
H-C,future,B,66,0,0,1,0,0,1,A0
H-C,future,B,67,0,0,1,0,0,1,A0
H-C,future,B,68,1,0,1,1,0,1,A1
H-C,future,B,69,0,0,0,0,0,0,A1
H-C,future,B,70,1,1,1,1,1,1,A1
H-C,future,B,71,1,1,0,1,1,0,A0
H-C,future,B,72,1,0,1,1,0,1,A1
H-C,future,B,73,1,1,1,1,1,1,A1
H-C,future,B,74,1,0,0,1,0,0,A0
H-C,future,B,75,1,1,0,1,1,0,A0
H-C,future,B,76,1,0,1,1,0,1,A1
H-C,future,B,77,0,1,1,0,1,1,A0
H-C,future,B,78,0,1,0,0,1,0,A1
H-C,future,B,79,0,1,0,0,1,0,A1
H-C,future,B,80,1,0,1,1,0,1,A1
H-C,future,B,81,1,1,0,1,1,0,A0
H-C,future,B,82,0,1,0,0,1,0,A1
H-C,future,B,83,0,1,0,0,1,0,A1
H-C,future,B,84,1,0,1,1,0,1,A1
H-C,future,B,85,0,1,0,0,1,0,A1
H-C,future,B,86,0,1,1,0,1,1,A0
H-C,future,B,87,1,1,1,1,1,1,A1
H-C,future,B,88,0,1,0,0,1,0,A1
H-C,future,B,89,0,0,0,0,0,0,A1
H-C,future,B,90,0,1,1,0,1,1,A0
H-C,future,B,91,1,1,1,1,1,1,A1
H-C,future,B,92,1,0,0,1,0,0,A0
H-C,future,B,93,1,1,1,1,1,1,A1
H-C,future,B,94,1,1,0,1,1,0,A0
H-C,future,B,95,0,0,0,0,0,0,A1
H-C,future,B,96,0,1,1,0,1,1,A0
H-C,future,C,1,0,1,0,1,0,1,A0
H-C,future,C,2,0,0,1,1,1,0,A1
H-C,future,C,3,0,0,1,1,1,0,A1
H-C,future,C,4,1,1,1,0,0,0,A1
H-C,future,C,5,1,1,1,0,0,0,A1
H-C,future,C,6,1,1,1,0,0,0,A1
H-C,future,C,7,1,1,1,0,0,0,A1
H-C,future,C,8,1,1,1,0,0,0,A1
H-C,future,C,9,1,1,0,0,0,1,A1
H-C,future,C,10,0,0,1,1,1,0,A1
H-C,future,C,11,0,0,1,1,1,0,A1
H-C,future,C,12,1,0,0,0,1,1,A0
H-C,future,C,13,1,1,0,0,0,1,A1
H-C,future,C,14,1,1,0,0,0,1,A1
H-C,future,C,15,1,0,1,0,1,0,A0
H-C,future,C,16,0,1,1,1,0,0,A0
H-C,future,C,17,0,0,0,1,1,1,A1
H-C,future,C,18,0,1,1,1,0,0,A0
H-C,future,C,19,0,1,1,1,0,0,A0
H-C,future,C,20,1,0,0,0,1,1,A0
H-C,future,C,21,0,0,0,1,1,1,A1
H-C,future,C,22,0,1,1,1,0,0,A0
H-C,future,C,23,0,1,0,1,0,1,A0
H-C,future,C,24,1,0,0,0,1,1,A0
H-C,future,C,25,0,1,0,1,0,1,A0
H-C,future,C,26,1,1,0,0,0,1,A1
H-C,future,C,27,1,0,1,0,1,0,A0
H-C,future,C,28,1,1,1,0,0,0,A1
H-C,future,C,29,1,1,0,0,0,1,A1
H-C,future,C,30,1,1,0,0,0,1,A1
H-C,future,C,31,1,0,0,0,1,1,A0
H-C,future,C,32,0,0,1,1,1,0,A1
H-C,future,C,33,0,0,1,1,1,0,A1
H-C,future,C,34,0,0,0,1,1,1,A1
H-C,future,C,35,1,0,0,0,1,1,A0
H-C,future,C,36,1,1,0,0,0,1,A1
H-C,future,C,37,1,0,1,0,1,0,A0
H-C,future,C,38,0,0,0,1,1,1,A1
H-C,future,C,39,1,0,0,0,1,1,A0
H-C,future,C,40,0,0,1,1,1,0,A1
H-C,future,C,41,1,1,0,0,0,1,A1
H-C,future,C,42,1,0,0,0,1,1,A0
H-C,future,C,43,1,0,0,0,1,1,A0
H-C,future,C,44,1,0,1,0,1,0,A0
H-C,future,C,45,0,0,0,1,1,1,A1
H-C,future,C,46,1,0,0,0,1,1,A0
H-C,future,C,47,1,1,1,0,0,0,A1
H-C,future,C,48,0,0,1,1,1,0,A1
H-C,future,C,49,0,1,1,1,0,0,A0
H-C,future,C,50,0,1,1,1,0,0,A0
H-C,future,C,51,0,1,0,1,0,1,A0
H-C,future,C,52,0,1,0,1,0,1,A0
H-C,future,C,53,0,1,0,1,0,1,A0
H-C,future,C,54,1,0,1,0,1,0,A0
H-C,future,C,55,0,0,0,1,1,1,A1
H-C,future,C,56,0,0,0,1,1,1,A1
H-C,future,C,57,0,0,0,1,1,1,A1
H-C,future,C,58,1,0,1,0,1,0,A0
H-C,future,C,59,0,1,1,1,0,0,A0
H-C,future,C,60,0,1,1,1,0,0,A0
H-C,future,C,61,1,0,1,0,1,0,A0
H-C,future,C,62,1,0,0,0,1,1,A0
H-C,future,C,63,0,0,1,1,1,0,A1
H-C,future,C,64,0,0,1,1,1,0,A1
H-C,future,C,65,0,0,0,1,1,1,A1
H-C,future,C,66,0,0,1,1,1,0,A1
H-C,future,C,67,0,0,1,1,1,0,A1
H-C,future,C,68,1,0,1,0,1,0,A0
H-C,future,C,69,0,0,0,1,1,1,A1
H-C,future,C,70,1,1,1,0,0,0,A1
H-C,future,C,71,1,1,0,0,0,1,A1
H-C,future,C,72,1,0,1,0,1,0,A0
H-C,future,C,73,1,1,1,0,0,0,A1
H-C,future,C,74,1,0,0,0,1,1,A0
H-C,future,C,75,1,1,0,0,0,1,A1
H-C,future,C,76,1,0,1,0,1,0,A0
H-C,future,C,77,0,1,1,1,0,0,A0
H-C,future,C,78,0,1,0,1,0,1,A0
H-C,future,C,79,0,1,0,1,0,1,A0
H-C,future,C,80,1,0,1,0,1,0,A0
H-C,future,C,81,1,1,0,0,0,1,A1
H-C,future,C,82,0,1,0,1,0,1,A0
H-C,future,C,83,0,1,0,1,0,1,A0
H-C,future,C,84,1,0,1,0,1,0,A0
H-C,future,C,85,0,1,0,1,0,1,A0
H-C,future,C,86,0,1,1,1,0,0,A0
H-C,future,C,87,1,1,1,0,0,0,A1
H-C,future,C,88,0,1,0,1,0,1,A0
H-C,future,C,89,0,0,0,1,1,1,A1
H-C,future,C,90,0,1,1,1,0,0,A0
H-C,future,C,91,1,1,1,0,0,0,A1
H-C,future,C,92,1,0,0,0,1,1,A0
H-C,future,C,93,1,1,1,0,0,0,A1
H-C,future,C,94,1,1,0,0,0,1,A1
H-C,future,C,95,0,0,0,1,1,1,A1
H-C,future,C,96,0,1,1,1,0,0,A0
H-C,future,D,1,0,1,0,0,1,0,A1
H-C,future,D,2,0,0,1,0,0,1,A0
H-C,future,D,3,0,0,1,0,0,1,A0
H-C,future,D,4,1,1,1,1,1,1,A0
H-C,future,D,5,1,1,1,1,1,1,A0
H-C,future,D,6,1,1,1,1,1,1,A0
H-C,future,D,7,1,1,1,1,1,1,A0
H-C,future,D,8,1,1,1,1,1,1,A0
H-C,future,D,9,1,1,0,1,1,0,A0
H-C,future,D,10,0,0,1,0,0,1,A0
H-C,future,D,11,0,0,1,0,0,1,A0
H-C,future,D,12,1,0,0,1,0,0,A1
H-C,future,D,13,1,1,0,1,1,0,A0
H-C,future,D,14,1,1,0,1,1,0,A0
H-C,future,D,15,1,0,1,1,0,1,A1
H-C,future,D,16,0,1,1,0,1,1,A1
H-C,future,D,17,0,0,0,0,0,0,A0
H-C,future,D,18,0,1,1,0,1,1,A1
H-C,future,D,19,0,1,1,0,1,1,A1
H-C,future,D,20,1,0,0,1,0,0,A1
H-C,future,D,21,0,0,0,0,0,0,A0
H-C,future,D,22,0,1,1,0,1,1,A1
H-C,future,D,23,0,1,0,0,1,0,A1
H-C,future,D,24,1,0,0,1,0,0,A1
H-C,future,D,25,0,1,0,0,1,0,A1
H-C,future,D,26,1,1,0,1,1,0,A0
H-C,future,D,27,1,0,1,1,0,1,A1
H-C,future,D,28,1,1,1,1,1,1,A0
H-C,future,D,29,1,1,0,1,1,0,A0
H-C,future,D,30,1,1,0,1,1,0,A0
H-C,future,D,31,1,0,0,1,0,0,A1
H-C,future,D,32,0,0,1,0,0,1,A0
H-C,future,D,33,0,0,1,0,0,1,A0
H-C,future,D,34,0,0,0,0,0,0,A0
H-C,future,D,35,1,0,0,1,0,0,A1
H-C,future,D,36,1,1,0,1,1,0,A0
H-C,future,D,37,1,0,1,1,0,1,A1
H-C,future,D,38,0,0,0,0,0,0,A0
H-C,future,D,39,1,0,0,1,0,0,A1
H-C,future,D,40,0,0,1,0,0,1,A0
H-C,future,D,41,1,1,0,1,1,0,A0
H-C,future,D,42,1,0,0,1,0,0,A1
H-C,future,D,43,1,0,0,1,0,0,A1
H-C,future,D,44,1,0,1,1,0,1,A1
H-C,future,D,45,0,0,0,0,0,0,A0
H-C,future,D,46,1,0,0,1,0,0,A1
H-C,future,D,47,1,1,1,1,1,1,A0
H-C,future,D,48,0,0,1,0,0,1,A0
H-C,future,D,49,0,1,1,0,1,1,A1
H-C,future,D,50,0,1,1,0,1,1,A1
H-C,future,D,51,0,1,0,0,1,0,A1
H-C,future,D,52,0,1,0,0,1,0,A1
H-C,future,D,53,0,1,0,0,1,0,A1
H-C,future,D,54,1,0,1,1,0,1,A1
H-C,future,D,55,0,0,0,0,0,0,A0
H-C,future,D,56,0,0,0,0,0,0,A0
H-C,future,D,57,0,0,0,0,0,0,A0
H-C,future,D,58,1,0,1,1,0,1,A1
